1200,93.59565735
1199,93.59173584
1198,93.61343384
1197,93.60380554
1196,93.60361481
1195,93.58856201
1194,93.59897614
1193,93.60189056
1192,93.61206055
1191,93.60398865
1190,93.60345459
1189,93.57294464
1188,93.59030914
1187,93.61929321
1186,93.59840393
1185,93.60824585
1184,93.60343933
1183,93.61436462
1182,93.60380554
1181,93.59628296
1180,93.60836792
1179,93.62158966
1178,93.5866394
1177,93.60247803
1176,93.61325836
1175,93.60178375
1174,93.60070038
1173,93.58886719
1172,93.59448242
1171,93.59216309
1170,93.58299255
1169,93.6211319
1168,93.59053802
1167,93.59174347
1166,93.61450958
1165,93.63285828
1164,93.5453949
1163,93.58380127
1162,93.58698273
1161,93.61386871
1160,93.63365173
1159,93.61477661
1158,93.59946442
1157,93.61341858
1156,93.5801239
1155,93.60985565
1154,93.5958252
1153,93.59798431
1152,93.55357361
1151,93.58254242
1150,93.59843445
1149,93.59261322
1148,93.59320831
1147,93.60944366
1146,93.58773804
1145,93.60626984
1144,93.59268188
1143,93.58786774
1142,93.57631683
1141,93.58087921
1140,93.59354401
1139,93.62226105
1138,93.5732193
1137,93.585289
1136,93.56770325
1135,93.57533264
1134,93.57832336
1133,93.59393311
1132,93.55900574
1131,93.58938599
1130,93.59204865
1129,93.59116364
1128,93.56697083
1127,93.60690308
1126,93.56500244
1125,93.58617401
1124,93.58384705
1123,93.56178284
1122,93.59980011
1121,93.57578278
1120,93.60671997
1119,93.58135223
1118,93.57726288
1117,93.57313538
1116,93.58590698
1115,93.56821442
1114,93.57020569
1113,93.6007843
1112,93.5687027
1111,93.57603455
1110,93.56451416
1109,93.5864563
1108,93.58175659
1107,93.58953857
1106,93.56754303
1105,93.5868988
1104,93.5763092
1103,93.5927124
1102,93.55757141
1101,93.5812149
1100,93.558815
1099,93.56322479
1098,93.59089661
1097,93.57017517
1096,93.56667328
1095,93.58881378
1094,93.57008362
1093,93.59452057
1092,93.56697083
1091,93.57472992
1090,93.56557465
1089,93.5848999
1088,93.5710907
1087,93.57107544
1086,93.5639801
1085,93.54627991
1084,93.56363678
1083,93.55944061
1082,93.56668091
1081,93.5593338
1080,93.57211304
1079,93.55228424
1078,93.60279083
1077,93.57260132
1076,93.55255127
1075,93.57145691
1074,93.59194946
1073,93.57335663
1072,93.57336426
1071,93.56456757
1070,93.56677246
1069,93.5524292
1068,93.54496002
1067,93.54693604
1066,93.56570435
1065,93.57100677
1064,93.55467224
1063,93.5555954
1062,93.55269623
1061,93.56274414
1060,93.54600525
1059,93.57633972
1058,93.54125214
1057,93.56569672
1056,93.55899811
1055,93.56999969
1054,93.57568359
1053,93.51889801
1052,93.5453186
1051,93.56616211
1050,93.57698059
1049,93.56197357
1048,93.56080627
1047,93.53791809
1046,93.57041168
1045,93.56951141
1044,93.51099396
1043,93.53411865
1042,93.53394318
1041,93.5520401
1040,93.54450989
1039,93.52345276
1038,93.55371857
1037,93.5431366
1036,93.54230499
1035,93.54165649
1034,93.54478455
1033,93.54925537
1032,93.55041504
1031,93.55897522
1030,93.5407486
1029,93.54799652
1028,93.55300903
1027,93.53353119
1026,93.53845978
1025,93.54432678
1024,93.54369354
1023,93.56500244
1022,93.5315094
1021,93.54255676
1020,93.55070496
1019,93.55200958
1018,93.55027008
1017,93.53096008
1016,93.52146149
1015,93.53186798
1014,93.53541565
1013,93.54919434
1012,93.50334167
1011,93.54803467
1010,93.53720856
1009,93.54719543
1008,93.52570343
1007,93.51532745
1006,93.539711
1005,93.53281403
